5_Resource uncertainty,10_Region,11_Basin name,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,75_Temperature (original) (deg. F),76_Pressure_Temp_depth (ft TVDSS),77_Pressure (original) (psi),82_Drive mechanism (main),117_Reservoir top subsea depth (ft TVDSS),149_Reservoir period,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),204_Porosity (matrix average) (%),218_API gravity (average) (deg. API),293_Original in-place oil equivalent (MMBOE),225_Viscosity (oil average) (cp),252_GOR (initial average) (SCF/STB),307_Recovery factor (ultimate oil) (%)
1P ,AFRICA,BREDASDORP,2.0,190.0,20000.0,OFFSHORE,194.14384096878788,6000.0,4294.223004418903,AQUIFER DRIVE,7693.0,CRETACEOUS,115.0,0.85,18.0,42.0,47.0,0.7,500.0,49.0
2P ,LATIN AMERICA,EASTERN VENEZUELA,22.0,2.5,180000.0,ONSHORE,131.0,2850.0,1126.0,GAS DRIVE,1200.0,NEOGENE,940.0,0.4,32.0,11.0,213000.0,5500.0,90.0,12.0
1P ,LATIN AMERICA,PUTUMAYO,58.0,80.0,61000.0,ONSHORE,184.2247651689481,6000.0,3200.0,AQUIFER DRIVE,4900.0,CRETACEOUS,240.0,0.67,12.0,35.0,679.0,0.7,750.0,35.0
1P ,LATIN AMERICA,EASTERN VENEZUELA,10.0,110.0,5000.0,ONSHORE,229.1436568183467,6000.0,9280.0,GAS DRIVE,10000.0,NEOGENE,300.0,0.6,13.0,35.0,118.0,0.7,1500.0,34.0
1P ,LATIN AMERICA,EASTERN VENEZUELA,140.0,110.0,5000.0,ONSHORE,136.8445643880756,6000.0,1608.4352278175588,GAS DRIVE,2500.0,NEOGENE,130.0,0.6,28.0,20.0,4200.0,0.7,500.0,44.0
1P ,LATIN AMERICA,EASTERN VENEZUELA,18.0,110.0,26000.0,ONSHORE,275.0,13087.5,7650.0,GAS DRIVE,12400.0,PALEOGENE/CRETACEOUS,800.0,0.65,6.0,37.0,650.0,0.7,500.0,44.0
1P ,EUROPE,NORTH SEA NORTHERN,116.0,0.0,503401.0,OFFSHORE,212.0,8192.0,4071.0,GAS DRIVE,6955.38,JURASSIC,440.0,0.7,23.0,34.0,4309.0,0.37,800.0,68.3
1P ,NORTH AMERICA,FOSSIL,52.0,40.0,11681.0,ONSHORE,164.0,6000.0,4130.0,GAS DRIVE,2225.0,JURASSIC/TRIASSIC,1100.0,0.41,14.1,105.0,223.0,0.19,2960.0,28.0
1P ,LATIN AMERICA,EASTERN VENEZUELA,22.0,0.0,1793.0,ONSHORE,104.2322183960465,6000.0,79.7974254134433,GAS DRIVE,2000.0,NEOGENE,900.0,0.22,31.0,16.0,107.0,0.7,500.0,46.0
2P ,LATIN AMERICA,EASTERN VENEZUELA,22.0,0.0,5000.0,ONSHORE,100.0,6000.0,500.0,GAS DRIVE,2000.0,NEOGENE,500.0,0.7,35.0,14.5,80.0,5000.0,500.0,51.0
2P ,LATIN AMERICA,EASTERN VENEZUELA,22.0,0.0,5000.0,ONSHORE,104.2322183960465,6000.0,300.0,GAS DRIVE,-300.0,NEOGENE,480.0,0.5,35.0,7.1,300.0,20000.0,500.0,33.0
1P ,NORTH AMERICA,WILLISTON,22.0,320.0,5000.0,ONSHORE,212.5298201808979,6000.0,6300.0,AQUIFER DRIVE,6800.0,CARBONIFEROUS/DEVONIAN,40.0,0.6,5.0,42.0,1000.0,0.7,400.0,8.0
1P ,EUROPE,PERI-ADRIATIC,2500.0,9.0,15700.0,ONSHORE,109.0,5249.0,2517.0,GAS DRIVE,197.0,NEOGENE,394.0,0.7,27.0,12.0,1662.0,600.0,146.0,11.0
1P ,EUROPE,PERI-ADRIATIC,22.0,9.0,5000.0,ONSHORE,109.0,5249.0,2500.0,GAS DRIVE,3937.0,NEOGENE,400.0,0.35,27.0,18.0,315.0,100.0,500.0,11.0
1P ,NORTH AMERICA,GREATER GREEN RIVER,22.0,0.0,5000.0,ONSHORE,121.0,-2000.0,1790.0,GAS DRIVE,-3100.0,CRETACEOUS,70.0,0.6,20.0,42.0,155.0,0.52,600.0,46.0
2P ,NORTH AMERICA,WESTERN CANADA,22.0,8.0,10035.0,ONSHORE,62.0,-100.0,540.0,AQUIFER DRIVE,-100.0,CRETACEOUS,100.0,0.96,28.0,8.5,69000.0,60000.0,55.0,44.0
1P ,NORTH AMERICA,WESTERN CANADA,189.0,80.0,15989.0,ONSHORE,133.0,1443.0,1366.0,GAS DRIVE,1400.0,TRIASSIC,85.0,0.15,12.0,36.0,175.0,0.7,370.0,40.0
1P ,NORTH AMERICA,WESTERN CANADA,3517.0,80.0,140300.0,ONSHORE,126.0,2300.0,2690.0,GAS DRIVE,1100.0,CRETACEOUS,50.0,0.4,13.9,37.0,7781.0,1.2,539.0,18.0
1P ,LATIN AMERICA,TALARA,306.0,0.0,5000.0,OFFSHORE,125.1533460135746,6000.0,1060.432996767027,GAS DRIVE,2000.0,PALEOGENE,1300.0,0.45,9.5,36.0,1027.0,0.7,500.0,11.5
1P ,LATIN AMERICA,EASTERN VENEZUELA,185.0,3.7,5000.0,ONSHORE,99.0,920.0,200.0,GAS DRIVE,200.0,NEOGENE,200.0,0.7,25.0,19.0,135.0,500.0,500.0,48.0
1P ,LATIN AMERICA,EASTERN VENEZUELA,700.0,15.0,11923.0,ONSHORE,205.0,8530.0,6900.0,GAS DRIVE,2000.0,NEOGENE,800.0,0.5,25.0,25.0,979.0,40.0,1500.0,14.0
1P ,ASIA-PACIFIC,SUMATRA CENTRAL,22.0,0.0,5000.0,ONSHORE,236.0,3997.965,1750.0,AQUIFER DRIVE,3030.0,NEOGENE,1040.0,0.6,20.0,34.0,1000.0,2.6,70.0,55.07
1P ,FORMER SOVIET UNION,BALTIC,22.0,0.0,4600.0,ONSHORE,183.0,6430.0,3200.0,GAS DRIVE,6358.0,CAMBRIAN,105.0,0.88,5.0,41.5,22.7,1.28,55.0,35.0
1P ,LATIN AMERICA,SERGIPE-ALAGOAS,106.0,0.0,5000.0,ONSHORE,124.90463072583918,6000.0,1048.774970356994,AQUIFER DRIVE,1312.34,CRETACEOUS,6561.68,0.6,20.0,38.98,283.04,0.7,500.0,25.3
1P ,LATIN AMERICA,EASTERN VENEZUELA,216.0,0.0,33300.0,ONSHORE,138.0,3227.5,1454.0,AQUIFER DRIVE,2940.0,NEOGENE,550.0,0.6,29.0,12.0,2445.0,766.0,135.0,17.5
1P ,EUROPE,NORTH SEA CENTRAL,70.0,85.0,272806.0,OFFSHORE,175.0,8100.0,3700.0,AQUIFER DRIVE,7250.0,JURASSIC,360.0,0.7,24.0,37.0,1360.0,0.47,430.0,76.0
2P ,NORTH AMERICA,SANTA MARIA,52.0,80.0,81500.0,OFFSHORE,235.0,7650.0,3400.0,GAS DRIVE,6500.0,NEOGENE,200.0,0.6,15.0,17.0,2350.0,2.5,400.0,8.9
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,65.0,5000.0,ONSHORE,200.7155363498232,6000.0,4602.257942714676,AQUIFER DRIVE,7650.0,CRETACEOUS,75.0,0.4,20.0,32.0,672.0,1.7,380.0,55.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,1273.0,90.0,201792.0,ONSHORE,154.0,5900.0,2654.0,AQUIFER DRIVE,5840.0,CRETACEOUS,200.0,0.44,20.0,34.0,2090.0,1.0,380.0,50.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,65.0,5000.0,ONSHORE,196.90050719603863,6000.0,4423.436162056081,AQUIFER DRIVE,7340.0,CRETACEOUS,52.0,0.59,20.0,32.0,420.0,1.7,380.0,52.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,65.0,5000.0,ONSHORE,154.0,5905.0,2654.0,AQUIFER DRIVE,5840.0,CRETACEOUS,69.0,0.45,22.0,32.0,599.0,1.7,380.0,47.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,41.0,250.0,48822.0,OFFSHORE,195.0,10000.0,6572.0,AQUIFER DRIVE,4310.0,NEOGENE,400.0,0.5,31.0,32.8,263.8,0.38,1096.0,55.0
1P ,NORTH AMERICA,ANADARKO,22.0,40.0,5000.0,ONSHORE,140.0,6000.0,1630.0,AQUIFER DRIVE,2350.0,CARBONIFEROUS,28.0,0.6,17.0,40.0,300.0,0.7,579.0,55.0
1P ,EUROPE,PRINOS-KAVALA,16.0,40.0,27500.0,OFFSHORE,230.0,6000.0,5735.0,GAS DRIVE,8164.0,NEOGENE,200.0,0.6,18.0,29.0,270.0,9.0,767.0,44.0
1P ,EUROPE,PRINOS-KAVALA,22.0,40.0,5000.0,OFFSHORE,236.0,6000.0,5840.0,GAS DRIVE,8668.0,NEOGENE,200.0,0.6,14.5,29.0,1000.0,9.0,767.0,44.0
1P ,EUROPE,PRINOS-KAVALA,22.0,40.0,5000.0,OFFSHORE,243.0,6000.0,6000.0,GAS DRIVE,8999.0,NEOGENE,200.0,0.6,15.0,29.0,1000.0,9.0,767.0,44.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,520.0,60.0,354000.0,ONSHORE,196.0,8200.0,3582.0,AQUIFER DRIVE,7546.0,CRETACEOUS,1300.0,0.44,19.0,31.0,20212.0,11.0,344.0,28.3
1P ,LATIN AMERICA,TALARA,106.0,0.0,7585.0,ONSHORE-OFFSHORE,113.0,3700.0,1800.0,GAS DRIVE,2500.0,PALEOGENE,200.0,0.48,13.0,39.0,335.0,0.7,500.0,44.0
1P ,NORTH AMERICA,WESTERN CANADA,304.0,80.0,10576.0,ONSHORE,97.0,273.0,889.0,GAS DRIVE,273.0,CRETACEOUS,70.0,0.15,25.4,34.0,585.0,4.1,140.0,11.5
1P ,NORTH AMERICA,NORTH SLOPE,2500.0,80.0,1607300.0,ONSHORE,230.0,8822.5,4335.0,AQUIFER DRIVE,8000.0,TRIASSIC,550.0,0.87,22.0,27.9,32700.0,0.8,745.0,52.0
1P ,ASIA-PACIFIC,BOHAI,937.0,15.0,66000.0,ONSHORE,194.0,6000.0,3465.0,GAS DRIVE,7480.0,PALEOGENE,200.0,0.6,23.0,34.0,1053.0,1.8,600.0,34.0
1P ,ASIA-PACIFIC,BOHAI,66.0,15.0,17849.0,ONSHORE,198.30345340097875,6000.0,3419.0,GAS DRIVE,7480.0,PALEOGENE,200.0,0.6,28.4,33.4,83.2,1.82,409.0,52.0
1P ,LATIN AMERICA,PUTUMAYO,19.0,400.0,12230.0,ONSHORE,141.0,9600.0,4737.0,AQUIFER DRIVE,9450.0,CRETACEOUS,250.0,0.56,12.0,30.5,90.0,15.0,500.0,43.0
1P ,LATIN AMERICA,NEUQUEN,651.0,10.0,47173.0,ONSHORE,148.24042566679975,6000.0,1024.0,GAS DRIVE,837.0,CRETACEOUS,70.0,0.8,19.0,36.0,805.0,1.64,45.0,65.0
1P ,LATIN AMERICA,NEUQUEN,22.0,10.0,5000.0,ONSHORE,136.53690074664138,6000.0,750.0,GAS DRIVE,-114.0,CRETACEOUS,72.0,0.6,18.0,36.6,1000.0,0.7,500.0,65.0
1P ,LATIN AMERICA,NEUQUEN,22.0,10.0,22000.0,ONSHORE,91.4,-328.0,427.0,GAS DRIVE,-771.0,CRETACEOUS,295.0,0.6,20.0,32.3,1000.0,75.0,30.0,65.0
1P ,LATIN AMERICA,NEUQUEN,22.0,10.0,5000.0,ONSHORE,140.57344772225855,6000.0,910.0,GAS DRIVE,214.0,CRETACEOUS,410.0,0.6,17.0,28.0,1000.0,12.0,500.0,65.0
1P ,LATIN AMERICA,AUSTRAL,22.0,300.0,6787.0,ONSHORE,194.0,6000.0,2230.0,AQUIFER DRIVE,4462.0,CRETACEOUS,278.0,0.76,23.0,52.0,1000.0,0.7,842.0,44.0
1P ,ASIA-PACIFIC,SUMATRA SOUTH,22.0,50.0,4500.0,ONSHORE,170.93369585898904,6000.0,2250.0,AQUIFER DRIVE,5120.0,PALEOGENE,220.0,0.8,19.0,28.0,35.0,1.95,250.0,30.0
1P ,ASIA-PACIFIC,CAUVERY,7.0,836.0,13200.0,OFFSHORE,265.0,11320.0,5350.0,AQUIFER DRIVE,11290.0,CRETACEOUS,230.0,0.6,13.0,49.0,135.0,0.27,1300.0,28.5
1P ,EUROPE,BROAD FOURTEENS,2.0,80.0,4000.0,OFFSHORE,166.90945542902924,6000.0,3017.6662282980324,AQUIFER DRIVE,5180.0,CRETACEOUS,164.0,0.6,25.4,27.0,12.0,7.0,67.0,33.0
1P ,EUROPE,BROAD FOURTEENS,14.0,40.0,13000.0,OFFSHORE,145.0,4675.0,2207.0,AQUIFER DRIVE,4544.0,CRETACEOUS,410.0,0.6,21.0,21.5,72.0,30.0,66.0,42.0
1P ,EUROPE,BROAD FOURTEENS,8.0,12.0,5000.0,OFFSHORE,131.0,4170.0,1970.0,AQUIFER DRIVE,3881.0,CRETACEOUS,262.0,0.6,21.5,18.0,55.0,50.0,133.0,44.0
1P ,EUROPE,BROAD FOURTEENS,8.0,0.0,15000.0,OFFSHORE,147.0,4865.0,2287.0,AQUIFER DRIVE,4741.0,CRETACEOUS,164.0,0.6,25.5,26.0,1000.0,12.5,98.0,44.0
1P ,AFRICA,GINDI,28.0,33.0,17340.0,ONSHORE,208.22252920081857,6000.0,4954.133059494491,AQUIFER DRIVE,7850.0,CRETACEOUS,145.0,0.3,18.0,40.0,150.0,0.7,175.0,33.3
1P ,AFRICA,GINDI,28.0,33.0,17340.0,ONSHORE,208.22252920081857,6000.0,4954.133059494491,AQUIFER DRIVE,7850.0,CRETACEOUS,350.0,0.8,12.7,40.0,150.0,0.7,175.0,33.3
1P ,ASIA-PACIFIC,BOHAI,742.0,1.2,14980.0,ONSHORE,98.0,6000.0,1233.0,AQUIFER DRIVE,2050.0,PALEOGENE,300.0,0.64,25.4,15.0,245.0,2640.0,792.0,40.8
1P ,LATIN AMERICA,EASTERN VENEZUELA,676.0,22.0,75000.0,ONSHORE,100.0,2300.0,1000.0,AQUIFER DRIVE,1238.0,NEOGENE,1600.0,0.35,20.0,18.0,4000.0,230.0,200.0,20.3
1P ,LATIN AMERICA,EASTERN VENEZUELA,29.0,0.0,5000.0,ONSHORE,188.83971979046163,6000.0,4390.0,GAS DRIVE,6500.0,PALEOGENE/CRETACEOUS,3500.0,0.6,10.6,30.0,1598.0,0.7,500.0,4.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,225.0,40.0,7965.0,ONSHORE,198.0,5770.0,2500.0,AQUIFER DRIVE,5632.0,CRETACEOUS,400.0,0.15,22.0,40.7,1000.0,0.65,150.0,44.0
1P ,AFRICA,GABON SOUTH,234.0,8.0,216532.0,ONSHORE,110.0,3411.5,1753.0,AQUIFER DRIVE,3280.0,CRETACEOUS,400.0,0.8,25.0,34.0,1750.0,3.4,309.0,54.5
1P ,AFRICA,SIRT,82.0,0.0,128230.0,ONSHORE,166.62640487890974,6000.0,2374.0,GAS DRIVE,4800.0,CRETACEOUS,230.0,0.36,17.0,42.5,1875.0,3.56,935.0,40.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,18.0,800.0,46238.0,OFFSHORE,246.0,12650.0,7603.0,GAS DRIVE,12295.0,NEOGENE,200.0,0.5,28.0,30.0,1000.0,0.7,5019.0,32.7
1P ,AFRICA,GULF OF SUEZ,40.0,40.0,127934.0,OFFSHORE,295.0,6000.0,5875.0,AQUIFER DRIVE,11000.0,PALEOZOIC,200.0,0.6,12.0,30.8,1000.0,0.5,500.0,55.0
1P ,ASIA-PACIFIC,MEKONG (CUU LONG),18.0,0.0,52166.0,OFFSHORE,194.0,6890.0,3100.0,GAS DRIVE,6890.0,NEOGENE,2100.0,0.45,20.0,39.0,956.0,0.88,599.0,34.0
1P ,NORTH AMERICA,DOUGLAS CREEK ARCH,22.0,20.0,82000.0,ONSHORE,160.0,800.0,2750.0,AQUIFER DRIVE,200.0,PERMIAN/CARBONIFEROUS,526.0,0.36,13.0,34.0,1900.0,1.7,300.0,49.0
1P ,ASIA-PACIFIC,SUMATRA NORTH,550.0,2.23,5000.0,ONSHORE,147.2,2349.08,760.0,AQUIFER DRIVE,590.55,NEOGENE,1968.5,0.36,25.0,47.0,1000.0,2.33,500.0,33.9
1P ,AFRICA,GULF OF SUEZ,22.0,6.0,50000.0,OFFSHORE,255.0,11400.0,5632.0,AQUIFER DRIVE,10500.0,CRETACEOUS/JURASSIC/TRIASSIC/PERMIAN/CARBONIFEROUS,3000.0,0.6,12.0,23.0,700.0,5.0,312.0,44.0
1P ,MIDDLE EAST,THE GULF,53.0,60.0,310600.0,ONSHORE,199.11568541436517,6000.0,3850.0,AQUIFER DRIVE,7540.0,CRETACEOUS,750.0,0.56,20.0,29.0,22600.0,1.0,770.0,38.9
1P ,MIDDLE EAST,THE GULF,22.0,60.0,310600.0,ONSHORE,190.0,10200.0,5050.0,AQUIFER DRIVE,8719.0,CRETACEOUS,1380.0,0.75,18.0,34.4,1000.0,0.7,1100.0,39.0
1P ,NORTH AMERICA,POWDER RIVER,61.0,80.0,9700.0,ONSHORE,200.0,4150.0,3380.0,GAS DRIVE,3960.0,PERMIAN,100.0,0.6,12.0,32.5,73.8,0.7,72.0,44.0
1P ,ASIA-PACIFIC,KRISHNA-GODAVARI,20.0,0.0,52000.0,OFFSHORE,166.20798232655918,6000.0,2605.0,GAS DRIVE,5085.0,NEOGENE,3600.0,0.6,27.5,35.0,480.0,1.05,1120.0,57.0
1P ,AFRICA,RAZZAK-ALAMEIN,5.0,250.0,5915.0,ONSHORE,174.0,5230.0,2200.0,AQUIFER DRIVE,5815.0,CRETACEOUS,700.0,0.31,23.0,38.0,44.0,2.3,500.0,29.4
1P ,AFRICA,RAZZAK-ALAMEIN,11.0,200.0,8042.0,ONSHORE,180.0,5550.0,2500.0,AQUIFER DRIVE,5575.0,CRETACEOUS,700.0,0.31,23.0,37.5,240.0,0.5,80.0,27.4
1P ,NORTH AMERICA,UINTA,336.0,520.0,18400.0,ONSHORE,149.0,-240.0,1925.0,GAS DRIVE,-1100.0,PALEOGENE,200.0,0.1,14.0,30.0,747.0,7.0,292.0,44.0
1P ,AFRICA,OUED MYA-GHADAMES,51.0,240.0,94000.0,ONSHORE,205.2689582430499,6000.0,5750.0,GAS DRIVE,7550.0,CAMBRIAN,1800.0,0.95,9.0,44.0,2875.0,1.55,938.0,32.0
1P ,AFRICA,BERKINE (GHADAMES),22.0,0.0,20451.0,ONSHORE,223.10114290057828,6000.0,4700.0,AQUIFER DRIVE,8957.0,TRIASSIC,490.0,0.52,16.0,49.0,228.0,0.7,1450.0,44.0
1P ,MIDDLE EAST,SOUTH OMAN SALT,126.0,31.0,87920.0,ONSHORE,147.76047038616235,6000.0,2120.0962582826346,AQUIFER DRIVE,2454.0,PERMIAN/CARBONIFEROUS,250.0,0.75,20.0,33.0,1013.0,9.0,500.0,44.0
1P ,MIDDLE EAST,SOUTH OMAN SALT,126.0,31.0,87920.0,ONSHORE,147.76047038616235,6000.0,2120.0962582826346,AQUIFER DRIVE,2454.0,ORDOVICIAN/CAMBRIAN,1600.0,0.9,27.0,33.0,1013.0,9.0,500.0,44.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,22.0,40.0,5000.0,ONSHORE,159.0,6000.0,1604.0,AQUIFER DRIVE,3000.0,PALEOGENE,1000.0,0.15,26.0,42.0,210.0,0.7,500.0,44.0
1P ,LATIN AMERICA,RECONCAVO,76.0,17.0,3952.0,ONSHORE,122.0,2626.5,1523.0,GAS DRIVE,1968.0,CRETACEOUS,600.0,0.4,14.0,32.0,67.7,4.5,158.0,30.0
1P ,EUROPE,NORTH SEA CENTRAL,3.0,160.0,39695.0,OFFSHORE,175.0,7700.0,3510.0,GAS DRIVE,7550.0,JURASSIC,75.0,0.96,23.0,40.0,54.0,0.29,1391.0,68.5
1P ,EUROPE,NORTH SEA CENTRAL,2.0,160.0,39695.0,OFFSHORE,175.0,7700.0,3510.0,AQUIFER DRIVE,7721.0,JURASSIC,210.0,1.0,23.0,40.0,108.0,0.59,613.0,67.6
1P ,FORMER SOVIET UNION,VOLGA-URAL,25000.0,22.0,1637000.0,ONSHORE,104.0,5000.0,2538.0,AQUIFER DRIVE,4708.0,DEVONIAN,110.0,0.5,19.0,44.0,32535.0,3.5,265.0,58.0
1P ,LATIN AMERICA,CAMPOS,59.0,0.0,94565.0,OFFSHORE,147.0,10800.0,5149.0,GAS DRIVE,9020.0,CRETACEOUS,500.0,0.5,30.0,25.0,7500.0,10.0,635.0,28.3
3P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,0.0,5000.0,ONSHORE,167.0,8448.0,4350.0,GAS DRIVE,8284.12,CRETACEOUS,590.55,0.6,18.0,38.0,664.0,0.7,1500.0,33.1
1P ,NORTH AMERICA,POWDER RIVER,19.0,80.0,1095.9,ONSHORE,230.0666477426494,6000.0,4025.0,GAS DRIVE,5663.0,PERMIAN,100.0,0.45,11.3,30.0,8.86,0.7,17.5,50.0
1P ,LATIN AMERICA,LLANOS,362.0,81.0,165204.0,ONSHORE,145.0,2960.0,1162.0,AQUIFER DRIVE,1840.0,NEOGENE/PALEOGENE,180.0,0.67,35.0,12.5,4608.0,400.0,6.5,10.8
1P ,MIDDLE EAST,THE GULF,22.0,0.0,5000.0,ONSHORE,201.7000600024128,6000.0,3900.0,AQUIFER DRIVE,7720.0,CRETACEOUS,500.0,0.7,23.0,30.0,1000.0,0.7,500.0,44.0
1P ,MIDDLE EAST,THE GULF,18.0,0.0,30000.0,ONSHORE,197.7619653920545,6000.0,3796.0,AQUIFER DRIVE,7400.0,CRETACEOUS,120.0,0.55,20.0,25.0,1000.0,1.3,500.0,44.0
1P ,AFRICA,CHOTTS,7.0,1545.0,887.0,ONSHORE,226.0,6000.0,8847.0,AQUIFER DRIVE,11909.0,ORDOVICIAN,200.0,0.7,10.2,43.0,1000.0,0.7,2952.0,44.0
1P ,LATIN AMERICA,ORIENTE,101.0,87.0,88345.0,ONSHORE,225.0,8975.0,4246.0,AQUIFER DRIVE,8850.0,CRETACEOUS,370.0,0.3,15.0,29.5,3451.0,3.0,93.0,34.7
1P ,LATIN AMERICA,ORIENTE,22.0,87.0,88345.0,ONSHORE,220.0,8721.0,4131.0,GAS DRIVE,8570.0,CRETACEOUS,320.0,0.3,16.0,26.5,1245.9,1.7,300.0,39.2
1P ,MIDDLE EAST,THE GULF,223.0,62.0,1555397.0,OFFSHORE,159.89472440432866,6000.0,2400.0,AQUIFER DRIVE,4600.0,CRETACEOUS,1100.0,0.7,26.0,28.5,48000.0,5.86,200.0,33.3
1P ,AFRICA,MATRUH-SHUSHAN,23.0,107.0,5000.0,ONSHORE,228.0,7656.0,3426.0,AQUIFER DRIVE,7656.0,CRETACEOUS,200.0,0.6,16.6,44.0,47.8,5.3,167.0,47.0
1P ,AFRICA,MATRUH-SHUSHAN,22.0,0.0,5000.0,ONSHORE,200.0,6000.0,2389.0,AQUIFER DRIVE,5325.0,CRETACEOUS,600.0,0.6,22.0,40.0,35.0,5.0,702.0,53.4
1P ,AFRICA,MATRUH-SHUSHAN,22.0,0.0,5000.0,ONSHORE,205.0,6000.0,2390.0,GRAVITY DRAINAGE,5050.0,CRETACEOUS,200.0,0.6,24.0,40.0,19.6,0.7,500.0,10.2
1P ,NORTH AMERICA,POWDER RIVER,22.0,8.0,11426.0,ONSHORE,91.0,6000.0,562.0,GAS DRIVE,-4115.0,CRETACEOUS,120.0,0.6,18.0,37.0,1000.0,3.6,550.0,44.0
1P ,NORTH AMERICA,POWDER RIVER,22.0,8.0,96715.0,ONSHORE,110.0,-2809.0,600.0,GAS DRIVE,-3459.0,CRETACEOUS,75.0,0.6,19.0,37.0,850.0,3.6,500.0,50.0
2P ,FORMER SOVIET UNION,SIBERIAN WESTERN,200.0,0.0,5000.0,ONSHORE,280.0,9186.35,5300.0,COMPACTION,8858.27,JURASSIC,98.43,0.6,6.1,38.5,1000.0,0.47,842.0,44.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,350.0,62.0,5000.0,ONSHORE,181.0,7217.85,3263.0,COMPACTION,7217.85,CRETACEOUS,328.08,0.6,17.5,30.4,2013.0,2.0,198.0,57.3
1P ,LATIN AMERICA,EASTERN VENEZUELA,68.0,400.0,55923.0,OFFSHORE,143.79776268448938,6000.0,1800.0,AQUIFER DRIVE,3400.0,NEOGENE,7500.0,0.2,23.0,37.0,1000.0,0.7,3350.0,50.0
1P ,ASIA-PACIFIC,SABAH,87.0,50.0,72000.0,OFFSHORE,176.0,6401.0,2835.0,AQUIFER DRIVE,1275.0,NEOGENE,6739.0,0.6,23.0,37.0,969.0,0.4,725.0,53.7
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,13400.0,25.0,3257500.0,ONSHORE,158.0,5531.0,2572.0,AQUIFER DRIVE,5050.0,CRETACEOUS,2300.0,0.21,24.0,37.0,55000.0,1.0,325.0,47.6
1P ,ASIA-PACIFIC,CAMBAY,62.0,44.0,2640.0,ONSHORE,185.0,4158.5,2020.0,GAS DRIVE,3789.0,PALEOGENE,200.0,0.75,25.0,22.3,83.9,19.0,123.5,36.4
2P ,NORTH AMERICA,WILLISTON,22.0,0.0,5000.0,ONSHORE,210.0,10500.0,6000.0,GAS DRIVE,7300.0,CARBONIFEROUS/DEVONIAN,200.0,0.6,20.0,42.0,2800.0,0.95,1000.0,12.5
1P ,LATIN AMERICA,EASTERN VENEZUELA,22.0,200.0,5000.0,ONSHORE,290.0,15800.0,12000.0,GAS DRIVE,12800.0,NEOGENE/PALEOGENE/CRETACEOUS,2950.0,0.68,12.0,33.0,9777.0,0.7,1600.0,33.0
1P ,LATIN AMERICA,EASTERN VENEZUELA,107.0,40.0,51252.0,ONSHORE,180.0,4550.0,2350.0,GAS DRIVE,1325.0,NEOGENE,5750.0,0.23,19.0,44.0,1000.0,0.38,500.0,19.0
1P ,LATIN AMERICA,EASTERN VENEZUELA,54.0,40.0,23538.0,ONSHORE,280.0,7800.0,4445.0,GAS DRIVE,6560.0,NEOGENE,200.0,0.6,15.0,45.0,409.8,0.38,1881.0,65.4
1P ,ASIA-PACIFIC,CAMBAY,120.0,22.0,11200.0,ONSHORE,158.0,3280.0,1465.0,AQUIFER DRIVE,2717.0,PALEOGENE,160.0,0.6,28.0,17.0,355.0,60.0,85.0,45.0
1P ,AFRICA,SIRT,288.0,1000.0,408044.0,ONSHORE,90.0,6000.0,3924.0,AQUIFER DRIVE,8165.0,CRETACEOUS,1200.0,0.6,18.5,36.8,12000.0,7.0,143.0,54.2
1P ,NORTH AMERICA,VENTURA,34.0,0.0,12983.0,ONSHORE,160.0,7000.0,3030.0,GAS DRIVE,5000.0,NEOGENE,1400.0,0.54,22.0,32.7,1000.0,0.7,550.0,44.0
1P ,AFRICA,GULF OF SUEZ,1.0,1000.0,5000.0,OFFSHORE,136.0,4200.0,1900.0,GAS DRIVE,4055.0,NEOGENE,100.0,0.6,26.0,29.5,23.0,1.4,65.0,30.0
1P ,EUROPE,NORTH SEA CENTRAL,10.0,179.0,28208.0,OFFSHORE,185.0,8500.0,3765.0,AQUIFER DRIVE,7900.26,CRETACEOUS,400.0,0.27,20.0,32.5,239.0,1.35,228.0,56.0
1P ,EUROPE,FAEROE-SHETLAND,22.0,247.0,99680.0,OFFSHORE,150.0,6365.0,2907.0,GAS DRIVE,5577.0,PALEOGENE,820.0,0.6,28.0,26.0,1900.0,3.0,342.0,35.0
1P ,EUROPE,LOWER SAXONY,22.0,5.6,23500.0,ONSHORE,104.0,2625.0,1233.0,AQUIFER DRIVE,2100.0,CRETACEOUS,100.0,0.6,33.0,25.0,1032.0,160.0,76.0,36.2
